Cruise:,TXF15,,,,,
nd:,not determined,,,,,
,,,,,,
CTD_Cast,Station_Name,Date,Niskin,Depth_m,Size_Fraction,Chl-a_ug/L
47,IB1,9/20/2015,5,50,Total_Phaeo (µg/L),0.06
48,IB0,9/20/2015,12,0,<20,NA
48,IB0,9/20/2015,11,10,<20,NA
48,IB0,9/20/2015,10,20,<20,NA
48,IB0,9/20/2015,9,30,<20,NA
48,IB0,9/20/2015,8,40,<20,NA
48,IB0,9/20/2015,7,50,<20,NA
48,IB0,9/20/2015,12,0,>20,NA
48,IB0,9/20/2015,11,10,>20,NA
48,IB0,9/20/2015,10,20,>20,NA
48,IB0,9/20/2015,9,30,>20,NA
48,IB0,9/20/2015,8,40,>20,NA
48,IB0,9/20/2015,7,50,>20,NA
48,IB0,9/20/2015,12,0,Total,0.34
48,IB0,9/20/2015,11,10,Total,0.25
48,IB0,9/20/2015,10,20,Total,0.15
48,IB0,9/20/2015,9,30,Total,0.09
48,IB0,9/20/2015,8,40,Total,0.08
48,IB0,9/20/2015,7,50,Total,0.05
48,IB0,9/20/2015,12,0,Total_Phaeo (µg/L),0.15
48,IB0,9/20/2015,11,10,Total_Phaeo (µg/L),0.1
48,IB0,9/20/2015,10,20,Total_Phaeo (µg/L),0.26
48,IB0,9/20/2015,9,30,Total_Phaeo (µg/L),0.13
48,IB0,9/20/2015,8,40,Total_Phaeo (µg/L),0.1
48,IB0,9/20/2015,7,50,Total_Phaeo (µg/L),0.05
