Cruise,Cast,Station_Name,Date_Time,Year,Month,Day,Time (hh:mm:ss AM/PM),Latitude (degrees),Longitude (degrees),Bot_Depth (m),Pressure (dbars),Bottle,Chlorophyll-a <20 um [ugrams/l],Chlorophyll-a >20 um [ugrams/l],Chlorophyll-a Total [ugrams/l],Phaeopigments [ugrams/l]
TXS14,47, PWS2,5/9/2014 2:01,2014,5,9, 2:01:48 AM,60.538,-147.802,739,30,47-30,0.077912203,0.119628974,0.197541177,0.863451625
TXS14,47, PWS2,5/9/2014 2:01,2014,5,9, 2:01:48 AM,60.538,-147.802,739,41,47-41,0.031287578,0.061348192,0.092635769,0.570932282
TXS14,47, PWS2,5/9/2014 2:01,2014,5,9, 2:01:48 AM,60.538,-147.802,739,50,47-50,0.020244903,0.071163902,0.091408805,0.290500864
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,2,48-2,0.14416825,0.423302522,0.567470772,0.888559845
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,10,48-10,0.266864633,0.911020645,1.177885278,1.790865672
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,20,48-20,0.233123128,0.300606139,0.533729266,1.229619287
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,30,48-30,0.076685239,0.122696383,0.199381623,0.643803321
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,40,48-40,0.042330252,0.055213372,0.097543625,0.548719145
TXS14,48, PWS1,5/9/2014 4:04,2014,5,9, 4:04:26 AM,60.373,-147.943,354,51,48-51,0.03527521,0.026993204,0.062268414,0.330084098
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,2,49-2,0.114414377,0.886481368,1.000895745,0.630276259
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,10,49-10,0.092022287,1.153346001,1.245368288,0.678800041
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,20,49-20,0.019938162,0.199381623,0.219319785,0.343400244
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,30,49-30,0.009202229,0.122696383,0.131898612,0.38785658
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,40,49-40,0.013189861,0.119628974,0.132818835,0.371421276
TXS14,49, KIP2,5/9/2014 5:28,2014,5,9, 5:28:29 AM,60.28,-147.987,577,51,49-51,0.014110084,0.07055042,0.084660504,0.312764246
