Cruise:,TXS15,,,,,,,
nd:,not determined,,,,,,,
,,,,,,,,
Cast,Station,Latitude,Longitude,Date,Niskin,Depth,Size_Fraction,Chl-a_ug/L
,MS2,59.94,147.9,5/9/2015,10,10,Total_Phaeo (µg/L),0.96
,MS2,59.94,147.9,5/9/2015,9,20,Total_Phaeo (µg/L),1.2
,MS2,59.94,147.9,5/9/2015,8,30,Total_Phaeo (µg/L),0.82
,MS2,59.94,147.9,5/9/2015,7,40,Total_Phaeo (µg/L),0.87
,MS2,59.94,147.9,5/9/2015,6,50,Total_Phaeo (µg/L),0.65
34,GAK1,59.85,149.47,5/10/2015,"12,13",0,<20,1.15
34,GAK1,59.85,149.47,5/10/2015,11,10,<20,0.86
34,GAK1,59.85,149.47,5/10/2015,10,20,<20,0.69
34,GAK1,59.85,149.47,5/10/2015,9,30,<20,0.79
34,GAK1,59.85,149.47,5/10/2015,8,40,<20,0.66
34,GAK1,59.85,149.47,5/10/2015,7,50,<20,0.63
34,GAK1,59.85,149.47,5/10/2015,"12,13",0,>20,0.47
34,GAK1,59.85,149.47,5/10/2015,11,10,>20,0.5
34,GAK1,59.85,149.47,5/10/2015,10,20,>20,0.73
34,GAK1,59.85,149.47,5/10/2015,9,30,>20,0.6
34,GAK1,59.85,149.47,5/10/2015,8,40,>20,0.61
34,GAK1,59.85,149.47,5/10/2015,7,50,>20,0.73
34,GAK1,59.85,149.47,5/10/2015,"12,13",0,Total,1.62
34,GAK1,59.85,149.47,5/10/2015,11,10,Total,1.36
34,GAK1,59.85,149.47,5/10/2015,10,20,Total,1.42
34,GAK1,59.85,149.47,5/10/2015,9,30,Total,1.4
34,GAK1,59.85,149.47,5/10/2015,8,40,Total,1.27
34,GAK1,59.85,149.47,5/10/2015,7,50,Total,1.36
34,GAK1,59.85,149.47,5/10/2015,"12,13",0,Total_Phaeo (µg/L),0.63
34,GAK1,59.85,149.47,5/10/2015,11,10,Total_Phaeo (µg/L),0.65
34,GAK1,59.85,149.47,5/10/2015,10,20,Total_Phaeo (µg/L),0.57
34,GAK1,59.85,149.47,5/10/2015,9,30,Total_Phaeo (µg/L),0.57
34,GAK1,59.85,149.47,5/10/2015,8,40,Total_Phaeo (µg/L),0.52
34,GAK1,59.85,149.47,5/10/2015,7,50,Total_Phaeo (µg/L),0.61
36,GAK2,59.69,149.33,5/10/2015,"11,12",0,<20,0.92
36,GAK2,59.69,149.33,5/10/2015,10,10,<20,0.92
36,GAK2,59.69,149.33,5/10/2015,9,20,<20,0.89
36,GAK2,59.69,149.33,5/10/2015,8,30,<20,0.9
36,GAK2,59.69,149.33,5/10/2015,7,40,<20,0.93
36,GAK2,59.69,149.33,5/10/2015,6,50,<20,0.88
36,GAK2,59.69,149.33,5/10/2015,"11,12",0,>20,0.23
36,GAK2,59.69,149.33,5/10/2015,10,10,>20,0.19
36,GAK2,59.69,149.33,5/10/2015,9,20,>20,0.24
36,GAK2,59.69,149.33,5/10/2015,8,30,>20,0.11
36,GAK2,59.69,149.33,5/10/2015,7,40,>20,0.11
36,GAK2,59.69,149.33,5/10/2015,6,50,>20,0.06
36,GAK2,59.69,149.33,5/10/2015,"11,12",0,Total,1.15
36,GAK2,59.69,149.33,5/10/2015,10,10,Total,1.11
36,GAK2,59.69,149.33,5/10/2015,9,20,Total,1.13
36,GAK2,59.69,149.33,5/10/2015,8,30,Total,1.01
36,GAK2,59.69,149.33,5/10/2015,7,40,Total,1.04
36,GAK2,59.69,149.33,5/10/2015,6,50,Total,0.94
36,GAK2,59.69,149.33,5/10/2015,"11,12",0,Total_Phaeo (µg/L),0.48
36,GAK2,59.69,149.33,5/10/2015,10,10,Total_Phaeo (µg/L),0.48
36,GAK2,59.69,149.33,5/10/2015,9,20,Total_Phaeo (µg/L),0.53
36,GAK2,59.69,149.33,5/10/2015,8,30,Total_Phaeo (µg/L),0.45
36,GAK2,59.69,149.33,5/10/2015,7,40,Total_Phaeo (µg/L),0.5
36,GAK2,59.69,149.33,5/10/2015,6,50,Total_Phaeo (µg/L),0.45
38,GAK3,59.55,149.19,5/10/2015,"11,12",0,<20,1.59
38,GAK3,59.55,149.19,5/10/2015,10,10,<20,1.53
38,GAK3,59.55,149.19,5/10/2015,9,20,<20,1.54
38,GAK3,59.55,149.19,5/10/2015,8,30,<20,1.38
38,GAK3,59.55,149.19,5/10/2015,7,40,<20,0.77
38,GAK3,59.55,149.19,5/10/2015,6,50,<20,0.59
38,GAK3,59.55,149.19,5/10/2015,"11,12",0,>20,0.07
38,GAK3,59.55,149.19,5/10/2015,10,10,>20,0.07
38,GAK3,59.55,149.19,5/10/2015,9,20,>20,0.08
38,GAK3,59.55,149.19,5/10/2015,8,30,>20,0.04
38,GAK3,59.55,149.19,5/10/2015,7,40,>20,0.06
38,GAK3,59.55,149.19,5/10/2015,6,50,>20,0.03
38,GAK3,59.55,149.19,5/10/2015,"11,12",0,Total,1.67
38,GAK3,59.55,149.19,5/10/2015,10,10,Total,1.6
38,GAK3,59.55,149.19,5/10/2015,9,20,Total,1.62
38,GAK3,59.55,149.19,5/10/2015,8,30,Total,1.42
38,GAK3,59.55,149.19,5/10/2015,7,40,Total,0.83
38,GAK3,59.55,149.19,5/10/2015,6,50,Total,0.62
38,GAK3,59.55,149.19,5/10/2015,"11,12",0,Total_Phaeo (µg/L),0.39
38,GAK3,59.55,149.19,5/10/2015,10,10,Total_Phaeo (µg/L),0.3
38,GAK3,59.55,149.19,5/10/2015,9,20,Total_Phaeo (µg/L),0.39
38,GAK3,59.55,149.19,5/10/2015,8,30,Total_Phaeo (µg/L),0.39
38,GAK3,59.55,149.19,5/10/2015,7,40,Total_Phaeo (µg/L),0.34
38,GAK3,59.55,149.19,5/10/2015,6,50,Total_Phaeo (µg/L),0.31
40,GAK4,59.41,149.05,5/10/2015,"11,12",0,<20,1.44
40,GAK4,59.41,149.05,5/10/2015,10,10,<20,1.51
40,GAK4,59.41,149.05,5/10/2015,9,20,<20,1.51
40,GAK4,59.41,149.05,5/10/2015,8,30,<20,1.42
40,GAK4,59.41,149.05,5/10/2015,7,40,<20,0.23
40,GAK4,59.41,149.05,5/10/2015,6,50,<20,0.16
40,GAK4,59.41,149.05,5/10/2015,"11,12",0,>20,0.07
40,GAK4,59.41,149.05,5/10/2015,10,10,>20,0.07
40,GAK4,59.41,149.05,5/10/2015,9,20,>20,0.07
40,GAK4,59.41,149.05,5/10/2015,8,30,>20,0.06
40,GAK4,59.41,149.05,5/10/2015,7,40,>20,0.02
40,GAK4,59.41,149.05,5/10/2015,6,50,>20,0.02
40,GAK4,59.41,149.05,5/10/2015,"11,12",0,Total,1.51
40,GAK4,59.41,149.05,5/10/2015,10,10,Total,1.58
40,GAK4,59.41,149.05,5/10/2015,9,20,Total,1.58
40,GAK4,59.41,149.05,5/10/2015,8,30,Total,1.47
40,GAK4,59.41,149.05,5/10/2015,7,40,Total,0.26
40,GAK4,59.41,149.05,5/10/2015,6,50,Total,0.18
40,GAK4,59.41,149.05,5/10/2015,"11,12",0,Total_Phaeo (µg/L),0.33
40,GAK4,59.41,149.05,5/10/2015,10,10,Total_Phaeo (µg/L),0.34
40,GAK4,59.41,149.05,5/10/2015,9,20,Total_Phaeo (µg/L),0.32
40,GAK4,59.41,149.05,5/10/2015,8,30,Total_Phaeo (µg/L),0.34
40,GAK4,59.41,149.05,5/10/2015,7,40,Total_Phaeo (µg/L),0.23
40,GAK4,59.41,149.05,5/10/2015,6,50,Total_Phaeo (µg/L),0.21
42,GAK5,59.26,148.91,5/10/2015,"10,11",0,<20,1.1
42,GAK5,59.26,148.91,5/10/2015,9,10,<20,1.08
42,GAK5,59.26,148.91,5/10/2015,8,20,<20,1.07
42,GAK5,59.26,148.91,5/10/2015,7,30,<20,1.15
42,GAK5,59.26,148.91,5/10/2015,6,40,<20,0.76
42,GAK5,59.26,148.91,5/10/2015,5,50,<20,0.19
42,GAK5,59.26,148.91,5/10/2015,"10,11",0,>20,0.09
42,GAK5,59.26,148.91,5/10/2015,9,10,>20,0.08
42,GAK5,59.26,148.91,5/10/2015,8,20,>20,0.1
42,GAK5,59.26,148.91,5/10/2015,7,30,>20,0.18
42,GAK5,59.26,148.91,5/10/2015,6,40,>20,0.14
42,GAK5,59.26,148.91,5/10/2015,5,50,>20,0.02
42,GAK5,59.26,148.91,5/10/2015,"10,11",0,Total,1.19
42,GAK5,59.26,148.91,5/10/2015,9,10,Total,1.17
42,GAK5,59.26,148.91,5/10/2015,8,20,Total,1.17
42,GAK5,59.26,148.91,5/10/2015,7,30,Total,1.34
42,GAK5,59.26,148.91,5/10/2015,6,40,Total,0.91
42,GAK5,59.26,148.91,5/10/2015,5,50,Total,0.21
42,GAK5,59.26,148.91,5/10/2015,"10,11",0,Total_Phaeo (µg/L),0.37
42,GAK5,59.26,148.91,5/10/2015,9,10,Total_Phaeo (µg/L),0.38
42,GAK5,59.26,148.91,5/10/2015,8,20,Total_Phaeo (µg/L),0.33
42,GAK5,59.26,148.91,5/10/2015,7,30,Total_Phaeo (µg/L),0.51
42,GAK5,59.26,148.91,5/10/2015,6,40,Total_Phaeo (µg/L),0.4
42,GAK5,59.26,148.91,5/10/2015,5,50,Total_Phaeo (µg/L),0.22
